"scientific","family","rec_gbif"
"Selaginella exaltata (Kunze) Spring","Selaginellaceae",30
"Rudgea bacciflora Müll.Arg.","Rubiaceae",30
"Duguetia spixiana Mart.","Annonaceae",30
"Senna reticulata (Willd.) H.S.Irwin & Barneby","Fabaceae",30
"Couratari oligantha A.C.Sm.","Lecythidaceae",30
"Protium subserratum (Engl.) Engl.","Burseraceae",30
"Mabea speciosa Müll.Arg.","Euphorbiaceae",30
"Licania lata J.F.Macbr.","Chrysobalanaceae",30
"Calycophyllum obovatum (Ducke) Ducke","Rubiaceae",30
"Astrocaryum G.Mey.","Arecaceae",29
"Passiflora vitifolia Kunth","Passifloraceae",29
"Casearia pitumba Sleumer","Salicaceae",29
"Bauhinia Plum. ex L.","Fabaceae",29
"Henriettea stellaris Berg ex Triana","Melastomataceae",29
"Malpighiaceae","Malpighiaceae",29
"Carapichea affinis (Standl.) L.Andersson","Rubiaceae",29
"Curarea toxicofera (Wedd.) Barneby & Krukoff","Menispermaceae",29
"Anthurium loretense Croat","Araceae",29
"Lacistema aggregatum (P.J.Bergius) Rusby","Lacistemataceae",29
"Octoblepharum pulvinatum Mitten, 1869","Dicranaceae",29
"Danaea nodosa (L.) Sm.","Marattiaceae",29
"Dendropanax arboreus (L.) Decne. & Planch.","Araliaceae",29
"Humiriaceae","Humiriaceae",29
"Xylopia cuspidata Diels","Annonaceae",29
"Desmoncus polyacanthos Mart.","Arecaceae",29
"Stenospermation amomifolium (Poepp.) Schott","Araceae",29
"Myrsinaceae","Primulaceae",29
"Matisia malacocalyx (Robyns & Nilsson) W.S.Alverson","Malvaceae",29
"Astrocaryum chambira Burret","Arecaceae",29
"Taxithelium planum Mitten, 1869","Sematophyllaceae",29
"Protium gallosum Daly","Burseraceae",29
"Costus lasius Loes.","Costaceae",29
"Gurania (Schltdl.) Cogn.","Cucurbitaceae",29
"Rinorea macrocarpa (C.Mart. ex Eichler) Kuntze","Violaceae",29
"Heteropsis oblongifolia Kunth","Araceae",29
"Heliconia chartacea Lane ex Barreiros","Heliconiaceae",29
"Eschweilera parviflora (Aubl.) Miers","Lecythidaceae",28
"Theobroma bicolor Humb. & Bonpl.","Malvaceae",28
"Miconia bullifera (Mart. & Schrank ex DC.) Michelang.","Melastomataceae",28
"Piper anonifolium (Kunth) Steud.","Piperaceae",28
"Alchornea triplinervia (Spreng.) Müll.Arg.","Euphorbiaceae",28
"Mezilaurus itauba (Meisn.) Taub. ex Mez","Lauraceae",28
"Inga pruriens Poepp.","Fabaceae",28
"Tachigali formicarum Harms","Fabaceae",28
"Drymonia anisophylla L.E.Skog & L.P.Kvist","Gesneriaceae",28
"Drypetes amazonica Steyerm.","Putranjivaceae",28
"Croton palanostigma Klotzsch","Euphorbiaceae",28
"Palicourea nigricans K.Krause","Rubiaceae",28
"Mollia gracilis Spruce ex Benth.","Malvaceae",28
"Theobroma microcarpum Mart.","Malvaceae",28
"Pourouma ferruginea Standl.","Urticaceae",28
"Dilkea acuminata Mast.","Passifloraceae",28
"Tococa guianensis Aubl.","Melastomataceae",28
"Faramea Aubl.","Rubiaceae",28
"Tachigali rusbyi Harms","Fabaceae",28
"Guarea trunciflora C.DC.","Meliaceae",28
"Casearia uleana Sleumer","Salicaceae",28
"Couepia guianensis Aubl.","Chrysobalanaceae",27
"Inga auristellae Harms","Fabaceae",27
"Hevea Aubl.","Euphorbiaceae",27
"Pouteria campanulata Baehni","Sapotaceae",27
"Aphelandra aurantiaca (Scheidw.) Lindl.","Acanthaceae",27
"Maripa peruviana Ooststr.","Convolvulaceae",27
"Manilkara bidentata (A.DC.) A.Chev.","Sapotaceae",27
"Bactris corossilla H.Karst.","Arecaceae",27
"Protium trifoliolatum Engl.","Burseraceae",27
"Bactris killipii Burret","Arecaceae",27
"Tococa caquetana Sprague","Melastomataceae",27
"Eriotheca macrophylla (K.Schum.) A.Robyns","Malvaceae",27
"Naucleopsis caloneura (Huber) Ducke","Moraceae",27
"Bisboeckelera irrigua (Nees) Kuntze","Cyperaceae",27
"Protium nitidifolium (Cuatrec.) Daly","Burseraceae",27
"Ficus pertusa L.fil.","Moraceae",27
"Brownea grandiceps Jacq.","Fabaceae",27
"Lejeuneaceae","Lejeuneaceae",27
"Guatteria puncticulata R.E.Fr.","Annonaceae",27
"Leandra Raddi","Melastomataceae",27
"Swartzia racemosa Benth.","Fabaceae",27
"Lacmellea foxii (Stapf) Markgr.","Apocynaceae",27
"Inga nobilis Willd.","Fabaceae",27
"Satyria panurensis (Benth. ex Meisn.) Hook.f. ex Nied.","Ericaceae",27
"Erisma calcaratum (Link) Warming","Vochysiaceae",27
"Mauritiella armata (Mart.) Burret","Arecaceae",27
"Hirtella guainiae Spruce ex Hook.fil.","Chrysobalanaceae",27
"Richeria grandis Vahl","Phyllanthaceae",27
"Goeppertia micans (L.Mathieu) Borchs. & S.Suárez","Marantaceae",27
"Epidendrum longicolle Lindl.","Orchidaceae",26
"Attalea butyracea (Mutis ex L.f.) Wess.Boer","Arecaceae",26
"Hippocrateaceae","Celastraceae",26
"Vochysia Aubl.","Vochysiaceae",26
"Allantoma decandra (Ducke) S.A.Mori, Ya Y.Huang & Prance","Lecythidaceae",26
"Sapium marmieri Huber","Euphorbiaceae",26
"Triolena amazonica (Pilg.) Wurdack","Melastomataceae",26
"Mauritia carana Wallace","Arecaceae",26
"Swartzia pendula Spruce ex Benth.","Fabaceae",26
"Duguetia macrophylla R.E.Fr.","Annonaceae",26
"Trichilia septentrionalis C.DC.","Meliaceae",26
"Miconia caquetana (Sprague) Michelang.","Melastomataceae",26
"Ficus insipida Willd.","Moraceae",26
"Microgramma megalophylla (Desv.) de la Sota","Polypodiaceae",26
"Annona dolichophylla R.E.Fr.","Annonaceae",26
"Renealmia alpinia (Rottb.) Maas","Zingiberaceae",26
"Nautilocalyx Linden","Gesneriaceae",26
"Bocageopsis canescens (Spruce ex Benth.) R.E.Fr.","Annonaceae",26
"Dichorisandra ulei J.F.Macbr.","Commelinaceae",26
"Diclinanona tessmannii Diels","Annonaceae",26
"Casearia ulmifolia M.Vahl ex Vent.","Salicaceae",26
"Cybianthus Mart.","Primulaceae",26
"Rudgea loretensis Standl.","Rubiaceae",26
"Quiina amazonica A.C.Sm.","Quiinaceae",26
"Pithecellobium Mart.","Fabaceae",26
"Columnea ericae Mansf.","Gesneriaceae",26
"Anacardium occidentale L.","Anacardiaceae",26
"Calophyllum L.","Calophyllaceae",26
"Heisteria insculpta Sleumer","Erythropalaceae",26
"Clidemia dimorphica J.F.Macbr.","Melastomataceae",26
"Crepidospermum prancei Daly","Burseraceae",26
"Miconia tomentosa (Rich.) D.Don ex DC.","Melastomataceae",26
"Chrysochlamys Poepp. & Endl.","Clusiaceae",26
"Fusaea longifolia (Aubl.) Saff.","Annonaceae",26
"Theobroma grandiflorum (Willd. ex Spreng.) Schum.","Malvaceae",25
"Piper brasiliense (Miq.) C.DC.","Piperaceae",25
"Pteridophyta",NULL,25
"Solanaceae","Solanaceae",25
"Apeiba Aubl.","Malvaceae",25
"Matisia Humb. & Bonpl.","Malvaceae",25
"Rosenbergiodendron longiflorum (Ruiz & Pav.) Fagerl.","Rubiaceae",25
"Asplundia xiphophylla Harling","Cyclanthaceae",25
"Guapira Aubl.","Nyctaginaceae",25
"Erythroxylum macrophyllum Cav.","Erythroxylaceae",25
"Clidemia hirta (L.) D.Don","Melastomataceae",25
"Palicourea subspicata Huber","Rubiaceae",25
"Maquira guianensis Aubl.","Moraceae",25
"Naucleopsis glabra Spruce ex Pittier","Moraceae",25
"Ixora panurensis Müll.Arg.","Rubiaceae",25
"Palicourea corymbifera (Müll.Arg.) Standl.","Rubiaceae",25
"Elaeocarpaceae","Elaeocarpaceae",25
"Asplenium hallii Hook.","Aspleniaceae",25
"Deguelia scandens Aubl.","Fabaceae",25
"Licania harlingii Prance","Chrysobalanaceae",25
"Maquira calophylla (Poepp. & Endl.) C.C.Berg","Moraceae",25
"Anthurium pentaphyllum (Aubl.) G.Don","Araceae",25
"Dulacia candida (Poepp.) Kuntze","Olacaceae",25
"Alchornea grandiflora Müll.Arg.","Euphorbiaceae",25
"Clusia amazonica Planch. & Triana","Clusiaceae",25
"Tabernaemontana sananho Ruiz & Pav.","Apocynaceae",24
"Piper demeraranum (Miq.) C.DC.","Piperaceae",24
"Pourouma ovata Trécul","Urticaceae",24
"Combretum llewelynii J.F.Macbr.","Combretaceae",24
"Helosis cayennensis (Sw.) Spreng.","Balanophoraceae",24
"Lonchocarpus nicou (Aubl.) DC.","Fabaceae",24
"Trichilia pallida Sw.","Meliaceae",24
"Protium unifoliolatum Engl.","Burseraceae",24
"Pepinia sprucei (Baker) G.S.Varad. & Gilmartin","Bromeliaceae",24
"Couepia Aubl.","Chrysobalanaceae",24
"Annona cuspidata (Mart.) H.Rainer","Annonaceae",24
"Perebea angustifolia (Poepp. & Endl.) C.C.Berg","Moraceae",24
"Renealmia L.f.","Zingiberaceae",24
"Pourouma bicolor subsp. bicolor","Urticaceae",24
"Inga punctata Willd.","Fabaceae",24
"Heliconia tenebrosa J.F.Macbr.","Heliconiaceae",24
"Dioscorea trifida L.f.","Dioscoreaceae",24
"Calymperes lonchophyllum Schwaegrichen, 1816","Calymperaceae",24
"Clathrotropis (Benth.) Harms","Fabaceae",24
"Miconia trinervia (Sw.) D.Don ex Loudon","Melastomataceae",24
"Metaxya lanosa A.R.Sm. & Tuomisto","Metaxyaceae",24
"Palicourea triadica (Müll.Arg.) C.M.Taylor","Rubiaceae",24
"Pachira insignis (Sw.) Savigny","Malvaceae",24
"Stylogyne laxiflora (Benth.) Mez","Primulaceae",24
"Mouriri grandiflora DC.","Melastomataceae",24
"Guarea pubescens (Rich.) A.Juss.","Meliaceae",24
"Podocalyx loranthoides Klotzsch","Picrodendraceae",24
"Pseudoxandra leiophylla (Diels) R.E.Fr.","Annonaceae",24
"Anthurium oxycarpum Poepp.","Araceae",24
"Trichosteleum papillosum Jaeger, 1878","Sematophyllaceae",24
"Sterigmapetalum obovatum Kuhlm.","Rhizophoraceae",24
"Aciotis purpurascens (Aubl.) Triana","Melastomataceae",24
"Eugenia patrisii Vahl","Myrtaceae",24
"Oenocarpus mapora H.Karst.","Arecaceae",24
"Diospyros L.","Ebenaceae",24
"Alchornea latifolia Sw.","Euphorbiaceae",24
"Duguetia quitarensis Benth.","Annonaceae",24
"Notopleura parasiggersiana C.M.Taylor","Rubiaceae",24
"Guatteria guianensis (Aubl.) R.E.Fr.","Annonaceae",24
"Bertiera guianensis Aubl.","Rubiaceae",24
"Swartzia flavescens Suess.","Fabaceae",24
"Cuphea melvilla Lindl.","Lythraceae",24
"Anacardiaceae","Anacardiaceae",23
"Cremastosperma cauliflorum R.E.Fr.","Annonaceae",23
"Couepia chrysocalyx (Poepp.) Benth. ex Hook.fil.","Chrysobalanaceae",23
"Irlbachia nemorosa (Willd. ex Roem. & Schult.) Merr.","Gentianaceae",23
"Codonanthopsis crassifolia (H.Focke) Chautems & Mat.Perret","Gesneriaceae",23
"Hirtella L.","Chrysobalanaceae",23
"Duroia saccifera (Mart. ex Schult. & Schult.f.) K.Schum.","Rubiaceae",23
"Cecropia distachya Huber","Urticaceae",23
"Dulacia macrophylla (Benth.) Kuntze","Olacaceae",23
"Abuta imene (C.Mart.) Eichler","Menispermaceae",23
"Palicourea rhodothamna (Standl.) C.M.Taylor","Rubiaceae",23
"Biophytum somnians (Zucc.) G.Don","Oxalidaceae",23
"Tanaecium pyramidatum (Rich.) L.G.Lohmann","Bignoniaceae",23
"Naucleopsis imitans (Ducke) C.C.Berg","Moraceae",23
"Erisma splendens Stafleu","Vochysiaceae",23
"Quararibea amazonica Ulbr.","Malvaceae",23
"Urera caracasana (Jacq.) Griseb.","Urticaceae",23
"Sabicea amazonensis Wernham","Rubiaceae",23
"Anthurium eminens Schott","Araceae",23
"Neoptychocarpus killipii (Monach.) Buchheim","Salicaceae",23
"Connaraceae","Connaraceae",23
"Pourouma cucura Standl. & Cuatrec.","Urticaceae",23
"Notopleura plagiantha (Standl.) C.M.Taylor","Rubiaceae",23
"Dendrobangia boliviana Rusby","Metteniusaceae",23
"Qualea paraensis Ducke","Vochysiaceae",23
"Sterculia frondosa Rich.","Malvaceae",23
"Pachira minor (Sims) Hemsl.","Malvaceae",23
"Lacmellea ramosissima (Müll.Arg.) Markgr.","Apocynaceae",23
"Unonopsis floribunda Diels","Annonaceae",23
"Endlicheria formosa A.C.Sm.","Lauraceae",23
"Dacryodes negrensis Daly & M.C.Martínez","Burseraceae",23
"Trichomanes martiusii C.Presl","Hymenophyllaceae",23
"Combretum laxum Jacq.","Combretaceae",23
"Polybotrya caudata Kunze","Dryopteridaceae",23
"Parinari parilis J.F.Macbr.","Chrysobalanaceae",23
"Bazzania hookeri (Lindenb.) Trevis.","Lepidoziaceae",23
"Heteropsis spruceana Schott","Araceae",23
"Coussarea macrophylla (Mart.) Müll.Arg.","Rubiaceae",23
"Lorostemon bombaciflorus Ducke","Clusiaceae",23
"Miconia prasina (Sw.) DC.","Melastomataceae",22
"Guatteria dura R.E.Fr.","Annonaceae",22
"Tachigali tessmannii Harms","Fabaceae",22
"Inga umbellifera (Vahl) Steud. ex DC.","Fabaceae",22
"Rhodognaphalopsis brevipes Robyns","Malvaceae",22
"Loranthaceae","Loranthaceae",22
"Eschweilera bracteosa (Poepp. ex O.Berg) Miers","Lecythidaceae",22
"Marlierea spruceana O.Berg","Myrtaceae",22
"Chamaedorea pinnatifrons (Jacq.) Oerst.","Arecaceae",22
"Ecclinusa lanceolata (Mart. & Eichler) Pierre","Sapotaceae",22
"Iryanthera paraensis Huber","Myristicaceae",22
"Goeppertia altissima (Poepp. & Endl.) Borchs. & S.Suárez","Marantaceae",22
"Ischnosiphon puberulus Loes.","Marantaceae",22
"Bactris acanthocarpa Mart.","Arecaceae",22
"Swartzia laevicarpa Amshoff","Fabaceae",22
"Renealmia breviscapa (Poepp. & Endl.) Poepp. & Endl.","Zingiberaceae",22
"Geonoma macrostachys var. acaulis (Mart.) Skov","Arecaceae",22
"Ocotea longifolia Kunth","Lauraceae",22
"Caryodendron orinocense H.Karst.","Euphorbiaceae",22
"Swartzia argentea Spruce ex Benth.","Fabaceae",22
"Micrandra minor Benth.","Euphorbiaceae",22
"Margaritaria nobilis L.f.","Phyllanthaceae",22
"Cordia kingstoniana J.S.Mill.","Cordiaceae",22
"Passiflora involucrata (Mast.) A.H.Gentry","Passifloraceae",22
"Dioscorea Plum. ex L.","Dioscoreaceae",22
"Dacryodes nitens Cuatrec.","Burseraceae",22
"Randia L.","Rubiaceae",22
"Swartzia oraria R.S.Cowan","Fabaceae",22
"Cecropia Loefl.","Urticaceae",22
"Scleronema praecox (Ducke) Ducke","Malvaceae",22
"Piper poporense Trel. & Yunck.","Piperaceae",22
"Trichomanes humboldtii (Bosch) Lellinger","Hymenophyllaceae",22
"Erisma laurifolium Spruce ex Warming","Vochysiaceae",22
"Erisma bicolor Ducke","Vochysiaceae",22
"Guatteria insculpta R.E.Fr.","Annonaceae",22
"Macrolobium suaveolens Spruce ex Benth.","Fabaceae",22
"Bactris concinna Mart.","Arecaceae",22
"Lindsaea coarctata K.U.Kramer","Lindsaeaceae",22
"Hymenaea oblongifolia Huber","Fabaceae",22
"Pouteria glomerata (Miq.) Radlk.","Sapotaceae",22
"Aechmea Ruiz & Pav.","Bromeliaceae",22
"Asplundia Harling","Cyclanthaceae",22
"Psychotria capitata Ruiz & Pav.","Rubiaceae",22
"Sorocea steinbachii C.C.Berg","Moraceae",22
"Byrsonima Rich. ex Kunth","Malpighiaceae",22
"Selaginella amazonica Spring","Selaginellaceae",22
"Byrsonima japurensis A.Juss.","Malpighiaceae",22
"SH1270015.09FU","Fabaceae",22
"Phytolacca rivinoides Kunth & Bouché","Phytolaccaceae",22
"Inga bourgoni (Aubl.) DC.","Fabaceae",22
"Olacaceae","Olacaceae",22
"Unonopsis spectabilis Diels","Annonaceae",22
"Duguetia odorata (Diels) J.F.Macbr.","Annonaceae",22
"Taralea oppositifolia Aubl.","Fabaceae",22
"Ossaea boliviensis (Cogn.) Gleason","Melastomataceae",22
"Pilosium chlorophyllum (Hornsch.) Müll.Hal.","Stereophyllaceae",22
"Posoqueria latifolia (Rudge) Schult.","Rubiaceae",22
"Naucleopsis concinna (Standl.) C.C.Berg","Moraceae",22
"Miconia biglandulosa Gleason","Melastomataceae",22
"Biophytum DC.","Oxalidaceae",22
"Rudgea stipulacea (DC.) Steyerm.","Rubiaceae",21
"Terminalia L.","Combretaceae",21
"Luehea Willd.","Malvaceae",21
"Polybotrya crassirhizoma Lellinger","Dryopteridaceae",21
"Chrysochlamys membranacea Planch. & Triana","Clusiaceae",21
"Siparuna pachyantha A.C.Sm.","Siparunaceae",21
"Dicranostyles Benth.","Convolvulaceae",21
"Tovomita speciosa Ducke","Clusiaceae",21
"Protium decandrum (Aubl.) Marchand","Burseraceae",21
"Miconia lepidota DC.","Melastomataceae",21
"Anthurium apaporanum R.E.Schult.","Araceae",21
"Syagrus orinocensis (Spruce) Burret","Arecaceae",21
"Licania longistyla Kuntze, 1891","Chrysobalanaceae",21
"SH0938068.09FU","Primulaceae",21
"Ficus maxima Mill.","Moraceae",21
"Tapirira Aubl.","Anacardiaceae",21
"Trichomanes tanaicum J.W.Sturm","Hymenophyllaceae",21
"Selaginella fragilis A.Braun","Selaginellaceae",21
"Aspidosperma desmanthum Benth. ex Müll.Arg.","Apocynaceae",21
"Orchidaceae","Orchidaceae",21
"Anthurium obtusum (Engl.) Grayum","Araceae",21
"Couepia macrophylla Spruce ex Hook.fil.","Chrysobalanaceae",21
"Hirtella schultesii Prance","Chrysobalanaceae",21
"Cybianthus barbosae Pipoly","Primulaceae",21
"Pilotrichum bipinnatum Bridel, 1819","Daltoniaceae",21
"Victoria amazonica (Poepp.) Sowerby","Nymphaeaceae",21
"Sapium glandulosum (L.) Morong","Euphorbiaceae",21
"Cyathea bradei (P.G.Windisch) Lellinger","Cyatheaceae",21
"Paepalanthus fasciculatus (Rottb.) Kunth","Eriocaulaceae",21
"Palicourea longicuspis (Müll.Arg.) Delprete & J.H.Kirkbr.","Rubiaceae",21
"Adelobotrys scandens (Aubl.) DC.","Melastomataceae",21
"Geonoma leptospadix Trail","Arecaceae",21
"Heliconia schumanniana Loes.","Heliconiaceae",21
"Virola sebifera Aubl.","Myristicaceae",21
"Wettinia drudei (O.F.Cook & Doyle) A.J.Hend.","Arecaceae",21
"Rhodothyrsus macrophyllus (Ducke) Esser","Euphorbiaceae",21
"Miconia rhodopogon (DC.) R.Goldenb.","Melastomataceae",21
"Tetragastris panamensis (Engl.) Kuntze","Burseraceae",21
"Virola duckei A.C.Sm.","Myristicaceae",21
"Miconia punctata (Desr.) D.Don ex DC.","Melastomataceae",21
"Miconia radulifolia (Benth.) Naudin","Melastomataceae",20
"Mouriri nigra (DC.) Morley","Melastomataceae",20
"Pourouma guianensis subsp. guianensis","Urticaceae",20
"Zygia cataractae (Kunth) L.Rico","Fabaceae",20
"Lindsaea divaricata Klotzsch","Lindsaeaceae",20
"Besleria flavovirens Mart.","Gesneriaceae",20
"Bertiera parviflora Spruce ex K.Schum.","Rubiaceae",20
"Crepidospermum goudotianum (Tul.) Triana & Planch.","Burseraceae",20
"Potalia resinifera Mart.","Gentianaceae",20
"Naucleopsis macrophylla Miq.","Moraceae",20
"Psychotria stenostachya Standl.","Rubiaceae",20
"Clarisia racemosa Ruiz & Pav.","Moraceae",20
"Pouteria maguirei (Aubrév.) T.D.Penn.","Sapotaceae",20
"Psittacanthus cucullaris Blume","Loranthaceae",20
"Amphirrhox longifolia (A.St.-Hil.) Spreng.","Violaceae",20
"Trichomanes bicorne Hook.","Hymenophyllaceae",20
"Canna indica L.","Cannaceae",20
"Isertia rosea Spruce ex K.Schum.","Rubiaceae",20
"Sloanea guianensis (Aubl.) Benth.","Elaeocarpaceae",20
"Becquerelia cymosa Brongn.","Cyperaceae",20
"Hirtella elongata Mart. & Zucc.","Chrysobalanaceae",20
"Ficus guianensis Desv. ex Ham.","Moraceae",20
"Miconia phanerostila Pilg.","Melastomataceae",20
"Gurania lobata (L.) Pruski","Cucurbitaceae",20
"Sacoglottis amazonica Mart.","Humiriaceae",20
"Macrolobium limbatum Spruce ex Benth.","Fabaceae",20
"Manihot brachyloba Müll.Arg.","Euphorbiaceae",20
"Solanum altissimum Pittier ex Benítez","Solanaceae",20
"Paullinia capreolata (Aubl.) Radlk.","Sapindaceae",20
"Ischnosiphon Körn.","Marantaceae",20
"Palicourea pebasensis (Standl.) C.M.Taylor","Rubiaceae",20
"Hasseltia floribunda Kunth","Salicaceae",20
"Guarea grandifolia DC.","Meliaceae",20
"Ampelocera edentula Kuhlm.","Cannabaceae",20
"Parkia igneiflora Ducke","Fabaceae",20
"Inga brachystachys Ducke","Fabaceae",20
"Ixora yavitensis Steyerm.","Rubiaceae",20
"Pseudoxandra polyphleba (Diels) R.E.Fr.","Annonaceae",20
"Guarea cinnamomea Harms","Meliaceae",20
"Campsiandra angustifolia Spruce ex Benth.","Fabaceae",20
"Micropholis melinoniana Pierre","Sapotaceae",20
"Licania mollis Benth.","Chrysobalanaceae",20
"Crossomitrium patrisiae (Brid.) Müll.Hal.","Daltoniaceae",20
"Eugenia egensis DC.","Myrtaceae",20
"Drymonia semicordata (Poepp.) Wiehler","Gesneriaceae",20
"Neea macrophylla Poepp. & Endl.","Nyctaginaceae",20
"Matayba elegans Radlk.","Sapindaceae",20
"Clusia panapanari (Aubl.) Choisy","Clusiaceae",20
"Miconia alternidomatia Michelang.","Melastomataceae",20
"Ocotea myriantha (Meisn.) Mez","Lauraceae",20
"Clathrotropis glaucophylla R.S.Cowan","Fabaceae",20
"Lecythis chartacea O.Berg","Lecythidaceae",20
"Zygia racemosa (Ducke) Barneby & J.W.Grimes","Fabaceae",20
"Miconia dimorphica (J.F.Macbr.) Michelang.","Melastomataceae",20
"Guatteria punctata (Aubl.) R.A.Howard","Annonaceae",20
"Hymenopus arachnoideus (Fanshawe & Maguire) Sothers & Prance","Chrysobalanaceae",20
"Miconia elata (Sw.) DC.","Melastomataceae",20
"Crudia glaberrima (Steud.) J.F.Macbr.","Fabaceae",20
"Musa ×paradisiaca L.","Musaceae",20
"Zingiberaceae","Zingiberaceae",20
"Acioa dolichopoda (Prance) Sothers & Prance","Chrysobalanaceae",20
"Matisia lomensis (Cuatrec.) Cuatrec.","Malvaceae",20
"Manicaria saccifera Gaertn.","Arecaceae",20
"Leptobalanus apetalus (E.Mey.) Sothers & Prance","Chrysobalanaceae",20
"Philodendron fragrantissimum (Hook.) G.Don","Araceae",20
"Calycophyllum megistocaulum (K.Krause) C.M.Taylor","Rubiaceae",20
"Philodendron insigne Schott","Araceae",20
"Duguetia latifolia R.E.Fr.","Annonaceae",20
"Heliconia juliani Barreiros","Heliconiaceae",19
"Piper obliquum Ruiz & Pav.","Piperaceae",19
"Microgramma percussa (Cav.) de la Sota","Polypodiaceae",19
"Trichomanes macilentum Bosch","Hymenophyllaceae",19
"Guarea F.Allam.","Meliaceae",19
"Meliosma herbertii Rolfe","Sabiaceae",19
"Psychotria pebasensis (Standl.) C.M.Taylor","Rubiaceae",19
"Licania canescens Benoist","Chrysobalanaceae",19
"Aspidosperma rigidum Rusby","Apocynaceae",19
"Tapirira obtusa (Benth.) J.D.Mitch.","Anacardiaceae",19
"Elaphoglossum discolor (Kuhn) C.Chr.","Dryopteridaceae",19
"Guatteria ucayalina Huber","Annonaceae",19
"Vantanea peruviana J.F.Macbr.","Humiriaceae",19
"Adiantum latifolium Lam.","Pteridaceae",19
"Ampelozizyphus amazonicus Ducke","Rhamnaceae",19
"Tapura acreana (Ule) Rizzini","Dichapetalaceae",19
"Perebea Aubl.","Moraceae",19
"Amphidasya colombiana (Standl.) Steyerm.","Rubiaceae",19
"Cedrelinga cateniformis (Ducke) Ducke","Fabaceae",19
"Chimarrhis Jacq.","Rubiaceae",19
"Pourouma myrmecophila Ducke","Urticaceae",19
"Souroubea guianensis Aubl.","Marcgraviaceae",19
"Parkia R.Br.","Fabaceae",19
"Peperomia macrostachyos (Vahl) A.Dietr.","Piperaceae",19
"Dicranostyles ampla Ducke","Convolvulaceae",19
"Myroxylon balsamum (L.) Harms","Fabaceae",19
"Faramea capillipes Müll.Arg.","Rubiaceae",19
"Psychotria bertieroides Wernham","Rubiaceae",19
"Pouteria hispida Eyma","Sapotaceae",19
"Pouteria rostrata (Huber) Baehni","Sapotaceae",19
"Inga thibaudiana DC.","Fabaceae",19
"Tococa macrosperma Mart.","Melastomataceae",19
"Ilex L.L.","Aquifoliaceae",19
"Palicourea triphylla DC.","Rubiaceae",19
"Inga tenuistipula Ducke","Fabaceae",19
"Anaxagorea dolichocarpa Sprague & Sandwith","Annonaceae",19
